FIPS,statecode,countycode,State,County,AGEGRP,TOT_POP,White,Black
721,1,75,Alabama,Lamar County,17,409,380,26
722,1,75,Alabama,Lamar County,18,300,261,34
728,1,77,Alabama,Lauderdale County,5,7773,6414,1035
729,1,77,Alabama,Lauderdale County,6,5691,4741,737
730,1,77,Alabama,Lauderdale County,7,5164,4421,596
731,1,77,Alabama,Lauderdale County,8,4922,4268,511
732,1,77,Alabama,Lauderdale County,9,5165,4543,468
733,1,77,Alabama,Lauderdale County,10,5767,5113,545
734,1,77,Alabama,Lauderdale County,11,6192,5522,581
735,1,77,Alabama,Lauderdale County,12,6454,5735,597
736,1,77,Alabama,Lauderdale County,13,6268,5669,501
737,1,77,Alabama,Lauderdale County,14,5826,5274,456
738,1,77,Alabama,Lauderdale County,15,4229,3882,282
739,1,77,Alabama,Lauderdale County,16,3242,3025,172
740,1,77,Alabama,Lauderdale County,17,2311,2149,143
741,1,77,Alabama,Lauderdale County,18,2016,1870,125
747,1,79,Alabama,Lawrence County,5,1949,1454,218
748,1,79,Alabama,Lawrence County,6,2145,1691,259
749,1,79,Alabama,Lawrence County,7,1853,1426,180
750,1,79,Alabama,Lawrence County,8,1843,1389,194
751,1,79,Alabama,Lawrence County,9,1979,1577,183
752,1,79,Alabama,Lawrence County,10,2390,1930,255
753,1,79,Alabama,Lawrence County,11,2608,2070,300
754,1,79,Alabama,Lawrence County,12,2534,1994,313
755,1,79,Alabama,Lawrence County,13,2168,1701,259
756,1,79,Alabama,Lawrence County,14,2052,1641,250
757,1,79,Alabama,Lawrence County,15,1607,1322,195
758,1,79,Alabama,Lawrence County,16,1100,948,103
759,1,79,Alabama,Lawrence County,17,604,518,64
760,1,79,Alabama,Lawrence County,18,506,401,80
766,1,81,Alabama,Lee County,5,22400,17169,4125
767,1,81,Alabama,Lee County,6,12490,8508,3180
768,1,81,Alabama,Lee County,7,10588,7282,2548
769,1,81,Alabama,Lee County,8,9877,6592,2453
770,1,81,Alabama,Lee County,9,9153,6153,2380
771,1,81,Alabama,Lee County,10,9597,6565,2413
772,1,81,Alabama,Lee County,11,9170,6415,2334
773,1,81,Alabama,Lee County,12,8854,6257,2216
774,1,81,Alabama,Lee County,13,7642,5561,1854
775,1,81,Alabama,Lee County,14,6585,5063,1346
776,1,81,Alabama,Lee County,15,4387,3473,795
777,1,81,Alabama,Lee County,16,2944,2339,525
778,1,81,Alabama,Lee County,17,1835,1471,330
779,1,81,Alabama,Lee County,18,1744,1446,275
785,1,83,Alabama,Limestone County,5,5064,3943,813
786,1,83,Alabama,Limestone County,6,5804,4653,910
787,1,83,Alabama,Limestone County,7,6325,5015,997
788,1,83,Alabama,Limestone County,8,6305,5006,1000
789,1,83,Alabama,Limestone County,9,6279,4970,993
790,1,83,Alabama,Limestone County,10,6817,5531,1004
791,1,83,Alabama,Limestone County,11,7203,5892,1073
792,1,83,Alabama,Limestone County,12,6714,5632,873
793,1,83,Alabama,Limestone County,13,5353,4528,678
794,1,83,Alabama,Limestone County,14,4829,4235,474
795,1,83,Alabama,Limestone County,15,3449,3062,313
796,1,83,Alabama,Limestone County,16,2358,2118,191
797,1,83,Alabama,Limestone County,17,1582,1428,123
798,1,83,Alabama,Limestone County,18,1277,1121,127
804,1,85,Alabama,Lowndes County,5,599,104,486
805,1,85,Alabama,Lowndes County,6,721,112,601
806,1,85,Alabama,Lowndes County,7,552,106,437
807,1,85,Alabama,Lowndes County,8,578,111,459
808,1,85,Alabama,Lowndes County,9,526,143,373
809,1,85,Alabama,Lowndes County,10,617,174,432
810,1,85,Alabama,Lowndes County,11,784,205,571
811,1,85,Alabama,Lowndes County,12,767,215,546
812,1,85,Alabama,Lowndes County,13,692,205,476
813,1,85,Alabama,Lowndes County,14,622,205,411
814,1,85,Alabama,Lowndes County,15,527,211,311
815,1,85,Alabama,Lowndes County,16,369,174,191
816,1,85,Alabama,Lowndes County,17,235,96,139
817,1,85,Alabama,Lowndes County,18,200,70,126
823,1,87,Alabama,Macon County,5,2364,204,2112
824,1,87,Alabama,Macon County,6,1230,217,979
825,1,87,Alabama,Macon County,7,867,133,704
826,1,87,Alabama,Macon County,8,842,160,667
827,1,87,Alabama,Macon County,9,929,167,744
828,1,87,Alabama,Macon County,10,1004,222,766
829,1,87,Alabama,Macon County,11,1216,249,951
830,1,87,Alabama,Macon County,12,1328,284,1008
831,1,87,Alabama,Macon County,13,1343,248,1069
832,1,87,Alabama,Macon County,14,1246,235,998
833,1,87,Alabama,Macon County,15,817,195,616
834,1,87,Alabama,Macon County,16,560,118,437
835,1,87,Alabama,Macon County,17,431,86,341
836,1,87,Alabama,Macon County,18,388,60,321
842,1,89,Alabama,Madison County,5,24267,14041,8370
843,1,89,Alabama,Madison County,6,25439,16068,7872
844,1,89,Alabama,Madison County,7,24273,16266,6513
845,1,89,Alabama,Madison County,8,22144,14798,5907
846,1,89,Alabama,Madison County,9,20884,14190,5321
847,1,89,Alabama,Madison County,10,23834,17131,5404
848,1,89,Alabama,Madison County,11,28097,20856,5996
849,1,89,Alabama,Madison County,12,27002,20152,5633
850,1,89,Alabama,Madison County,13,20960,15679,4244
851,1,89,Alabama,Madison County,14,17205,13014,3381
852,1,89,Alabama,Madison County,15,12178,9690,2020
853,1,89,Alabama,Madison County,16,9420,7803,1322
854,1,89,Alabama,Madison County,17,6751,5754,844
855,1,89,Alabama,Madison County,18,5793,4874,761
861,1,91,Alabama,Marengo County,5,1209,449,741
862,1,91,Alabama,Marengo County,6,1208,504,677
863,1,91,Alabama,Marengo County,7,976,450,513
864,1,91,Alabama,Marengo County,8,1096,491,589
865,1,91,Alabama,Marengo County,9,1131,519,596
866,1,91,Alabama,Marengo County,10,1204,538,642
867,1,91,Alabama,Marengo County,11,1311,662,630
868,1,91,Alabama,Marengo County,12,1424,662,751
869,1,91,Alabama,Marengo County,13,1322,609,701
870,1,91,Alabama,Marengo County,14,1232,666,557
871,1,91,Alabama,Marengo County,15,921,515,393
872,1,91,Alabama,Marengo County,16,727,472,249
873,1,91,Alabama,Marengo County,17,461,316,136
874,1,91,Alabama,Marengo County,18,556,337,216
880,1,93,Alabama,Marion County,5,1623,1505,83
881,1,93,Alabama,Marion County,6,1766,1648,79
882,1,93,Alabama,Marion County,7,1572,1462,79
883,1,93,Alabama,Marion County,8,1700,1576,105
884,1,93,Alabama,Marion County,9,1793,1678,94
885,1,93,Alabama,Marion County,10,2106,1960,113
886,1,93,Alabama,Marion County,11,2200,2086,79
887,1,93,Alabama,Marion County,12,2158,2040,85
888,1,93,Alabama,Marion County,13,1949,1866,59
889,1,93,Alabama,Marion County,14,1974,1903,50
890,1,93,Alabama,Marion County,15,1547,1472,45
891,1,93,Alabama,Marion County,16,1184,1140,27
892,1,93,Alabama,Marion County,17,810,768,26
893,1,93,Alabama,Marion County,18,672,647,19
899,1,95,Alabama,Marshall County,5,5603,5123,223
900,1,95,Alabama,Marshall County,6,6077,5683,197
901,1,95,Alabama,Marshall County,7,5663,5243,226
902,1,95,Alabama,Marshall County,8,5689,5336,153
903,1,95,Alabama,Marshall County,9,5713,5322,133
904,1,95,Alabama,Marshall County,10,6247,5787,183
905,1,95,Alabama,Marshall County,11,6352,6027,153
906,1,95,Alabama,Marshall County,12,6412,6124,112
907,1,95,Alabama,Marshall County,13,5727,5455,122
908,1,95,Alabama,Marshall County,14,5447,5243,88
909,1,95,Alabama,Marshall County,15,4082,3972,43
910,1,95,Alabama,Marshall County,16,2990,2908,33
911,1,95,Alabama,Marshall County,17,1993,1929,23
912,1,95,Alabama,Marshall County,18,1547,1496,13
918,1,97,Alabama,Mobile County,5,28091,14837,11788
919,1,97,Alabama,Mobile County,6,30674,17643,11517
920,1,97,Alabama,Mobile County,7,26941,15684,9759
921,1,97,Alabama,Mobile County,8,25300,14728,9423
922,1,97,Alabama,Mobile County,9,24011,14626,8240
923,1,97,Alabama,Mobile County,10,25005,15717,8033
924,1,97,Alabama,Mobile County,11,27711,17238,9515
925,1,97,Alabama,Mobile County,12,28937,18174,9787
926,1,97,Alabama,Mobile County,13,25924,16712,8416
927,1,97,Alabama,Mobile County,14,22286,15171,6449
928,1,97,Alabama,Mobile County,15,15779,11226,4090
929,1,97,Alabama,Mobile County,16,11197,7972,2976
930,1,97,Alabama,Mobile County,17,7364,5287,1944
931,1,97,Alabama,Mobile County,18,7010,5141,1760
937,1,99,Alabama,Monroe County,5,1336,618,647
938,1,99,Alabama,Monroe County,6,1175,603,528
939,1,99,Alabama,Monroe County,7,1076,595,451
940,1,99,Alabama,Monroe County,8,1205,625,550
941,1,99,Alabama,Monroe County,9,1278,676,562
942,1,99,Alabama,Monroe County,10,1364,772,567
943,1,99,Alabama,Monroe County,11,1507,888,577
944,1,99,Alabama,Monroe County,12,1585,894,636
945,1,99,Alabama,Monroe County,13,1591,891,660
946,1,99,Alabama,Monroe County,14,1285,818,449
947,1,99,Alabama,Monroe County,15,1018,703,287
948,1,99,Alabama,Monroe County,16,676,475,173
949,1,99,Alabama,Monroe County,17,510,347,149
950,1,99,Alabama,Monroe County,18,509,342,153
956,1,101,Alabama,Montgomery County,5,16794,4781,11368
957,1,101,Alabama,Montgomery County,6,17469,5180,11597
958,1,101,Alabama,Montgomery County,7,15721,5286,9601
959,1,101,Alabama,Montgomery County,8,15064,5054,9081
960,1,101,Alabama,Montgomery County,9,13813,4612,8248
961,1,101,Alabama,Montgomery County,10,13712,5176,7807
962,1,101,Alabama,Montgomery County,11,14648,5936,8152
963,1,101,Alabama,Montgomery County,12,14932,6436,8019
964,1,101,Alabama,Montgomery County,13,13865,6435,7051
965,1,101,Alabama,Montgomery County,14,11192,5784,5114
966,1,101,Alabama,Montgomery County,15,7394,4274,2946
967,1,101,Alabama,Montgomery County,16,5324,3165,2043
968,1,101,Alabama,Montgomery County,17,3986,2424,1496
969,1,101,Alabama,Montgomery County,18,3857,2460,1352
975,1,103,Alabama,Morgan County,5,6900,5288,1212
976,1,103,Alabama,Morgan County,6,7401,5869,1204
977,1,103,Alabama,Morgan County,7,7259,5947,1071
978,1,103,Alabama,Morgan County,8,7486,6109,1103
979,1,103,Alabama,Morgan County,9,7292,5988,1033
980,1,103,Alabama,Morgan County,10,8051,6728,1047
981,1,103,Alabama,Morgan County,11,8730,7435,1020
982,1,103,Alabama,Morgan County,12,8526,7371,897
983,1,103,Alabama,Morgan County,13,7596,6580,824
984,1,103,Alabama,Morgan County,14,6712,5973,563
985,1,103,Alabama,Morgan County,15,5010,4580,324
986,1,103,Alabama,Morgan County,16,3676,3390,221
987,1,103,Alabama,Morgan County,17,2448,2255,146
988,1,103,Alabama,Morgan County,18,2085,1905,133
994,1,105,Alabama,Perry County,5,869,308,544
995,1,105,Alabama,Perry County,6,526,129,394
996,1,105,Alabama,Perry County,7,475,120,353
997,1,105,Alabama,Perry County,8,520,113,404
998,1,105,Alabama,Perry County,9,491,102,381
999,1,105,Alabama,Perry County,10,501,159,332
1000,1,105,Alabama,Perry County,11,516,136,371
1001,1,105,Alabama,Perry County,12,654,201,451
1002,1,105,Alabama,Perry County,13,613,209,398
1003,1,105,Alabama,Perry County,14,525,203,317
1004,1,105,Alabama,Perry County,15,459,209,240
1005,1,105,Alabama,Perry County,16,351,168,178
1006,1,105,Alabama,Perry County,17,208,98,108
1007,1,105,Alabama,Perry County,18,236,111,122
1013,1,107,Alabama,Pickens County,5,1273,613,638
1014,1,107,Alabama,Pickens County,6,1390,766,595
1015,1,107,Alabama,Pickens County,7,1333,744,553
1016,1,107,Alabama,Pickens County,8,1209,678,499
1017,1,107,Alabama,Pickens County,9,1143,687,445
1018,1,107,Alabama,Pickens County,10,1389,879,496
1019,1,107,Alabama,Pickens County,11,1501,900,586
1020,1,107,Alabama,Pickens County,12,1539,931,592
1021,1,107,Alabama,Pickens County,13,1335,777,542
1022,1,107,Alabama,Pickens County,14,1201,788,403
1023,1,107,Alabama,Pickens County,15,905,640,253
1024,1,107,Alabama,Pickens County,16,724,513,202
1025,1,107,Alabama,Pickens County,17,442,314,125
1026,1,107,Alabama,Pickens County,18,418,293,120
1032,1,109,Alabama,Pike County,5,5724,3225,2169
1033,1,109,Alabama,Pike County,6,2253,1188,913
1034,1,109,Alabama,Pike County,7,1708,941,648
1035,1,109,Alabama,Pike County,8,1647,922,640
1036,1,109,Alabama,Pike County,9,1652,958,631
1037,1,109,Alabama,Pike County,10,1672,961,652
1038,1,109,Alabama,Pike County,11,1751,1029,654
1039,1,109,Alabama,Pike County,12,1868,1099,721
1040,1,109,Alabama,Pike County,13,1733,1084,609
1041,1,109,Alabama,Pike County,14,1659,1128,497
1042,1,109,Alabama,Pike County,15,1251,909,316
1043,1,109,Alabama,Pike County,16,897,650,223
1044,1,109,Alabama,Pike County,17,587,424,150
1045,1,109,Alabama,Pike County,18,548,397,139
1051,1,111,Alabama,Randolph County,5,1298,942,321
1052,1,111,Alabama,Randolph County,6,1244,944,279
1053,1,111,Alabama,Randolph County,7,1095,807,266
1054,1,111,Alabama,Randolph County,8,1277,946,303
1055,1,111,Alabama,Randolph County,9,1268,992,251
1056,1,111,Alabama,Randolph County,10,1458,1151,285
1057,1,111,Alabama,Randolph County,11,1622,1291,300
1058,1,111,Alabama,Randolph County,12,1682,1336,310
1059,1,111,Alabama,Randolph County,13,1558,1278,257
1060,1,111,Alabama,Randolph County,14,1524,1263,227
1061,1,111,Alabama,Randolph County,15,1114,943,149
1062,1,111,Alabama,Randolph County,16,875,747,120
1063,1,111,Alabama,Randolph County,17,569,496,66
1064,1,111,Alabama,Randolph County,18,486,405,71
1070,1,113,Alabama,Russell County,5,3815,1675,1964
1071,1,113,Alabama,Russell County,6,4666,2511,1978
1072,1,113,Alabama,Russell County,7,4138,2208,1745
1073,1,113,Alabama,Russell County,8,3862,1867,1836
1074,1,113,Alabama,Russell County,9,3509,1649,1735
1075,1,113,Alabama,Russell County,10,3547,1704,1747
1076,1,113,Alabama,Russell County,11,3952,2034,1828
1077,1,113,Alabama,Russell County,12,3864,2066,1692
1078,1,113,Alabama,Russell County,13,3382,1893,1396
1079,1,113,Alabama,Russell County,14,2697,1602,1038
1080,1,113,Alabama,Russell County,15,1890,1240,609
1081,1,113,Alabama,Russell County,16,1331,865,443
1082,1,113,Alabama,Russell County,17,935,618,295
1083,1,113,Alabama,Russell County,18,846,560,270
1089,1,115,Alabama,St. Clair County,5,4614,3922,564
1090,1,115,Alabama,St. Clair County,6,5874,5048,691
1091,1,115,Alabama,St. Clair County,7,5885,5033,725
1092,1,115,Alabama,St. Clair County,8,5727,4917,694
1093,1,115,Alabama,St. Clair County,9,5762,4946,693
1094,1,115,Alabama,St. Clair County,10,6119,5333,646
1095,1,115,Alabama,St. Clair County,11,6277,5560,605
1096,1,115,Alabama,St. Clair County,12,6208,5560,531
1097,1,115,Alabama,St. Clair County,13,5487,5004,368
1098,1,115,Alabama,St. Clair County,14,5061,4657,320
1099,1,115,Alabama,St. Clair County,15,3850,3538,242
1100,1,115,Alabama,St. Clair County,16,2594,2402,140
1101,1,115,Alabama,St. Clair County,17,1594,1501,67
1102,1,115,Alabama,St. Clair County,18,1177,1126,31
1108,1,117,Alabama,Shelby County,5,12025,9770,1807
1109,1,117,Alabama,Shelby County,6,12527,10106,1929
1110,1,117,Alabama,Shelby County,7,13752,10966,2251
1111,1,117,Alabama,Shelby County,8,14732,11731,2374
1112,1,117,Alabama,Shelby County,9,14949,12189,2154
1113,1,117,Alabama,Shelby County,10,15423,12950,1911
1114,1,117,Alabama,Shelby County,11,14880,12721,1680
1115,1,117,Alabama,Shelby County,12,14447,12545,1445
1116,1,117,Alabama,Shelby County,13,12710,11185,1209
1117,1,117,Alabama,Shelby County,14,11024,9954,858
1118,1,117,Alabama,Shelby County,15,7338,6759,431
1119,1,117,Alabama,Shelby County,16,4868,4528,239
1120,1,117,Alabama,Shelby County,17,3106,2886,162
1121,1,117,Alabama,Shelby County,18,3151,2936,157
1127,1,119,Alabama,Sumter County,5,1899,567,1223
1128,1,119,Alabama,Sumter County,6,694,166,510
1129,1,119,Alabama,Sumter County,7,539,145,385
1130,1,119,Alabama,Sumter County,8,575,113,433
1131,1,119,Alabama,Sumter County,9,576,94,477
1132,1,119,Alabama,Sumter County,10,710,163,538
1133,1,119,Alabama,Sumter County,11,745,155,582
1134,1,119,Alabama,Sumter County,12,916,180,725
1135,1,119,Alabama,Sumter County,13,939,249,676
1136,1,119,Alabama,Sumter County,14,716,210,501
1137,1,119,Alabama,Sumter County,15,489,182,303
1138,1,119,Alabama,Sumter County,16,401,143,257
1139,1,119,Alabama,Sumter County,17,269,113,154
1140,1,119,Alabama,Sumter County,18,371,156,212
1146,1,121,Alabama,Talladega County,5,4882,2713,1995
1147,1,121,Alabama,Talladega County,6,5315,3230,1987
1148,1,121,Alabama,Talladega County,7,4774,2967,1705
1149,1,121,Alabama,Talladega County,8,4753,2929,1706
1150,1,121,Alabama,Talladega County,9,5026,3195,1705
1151,1,121,Alabama,Talladega County,10,5562,3595,1819
1152,1,121,Alabama,Talladega County,11,5567,3702,1766
1153,1,121,Alabama,Talladega County,12,5939,4027,1797
1154,1,121,Alabama,Talladega County,13,5479,3826,1567
1155,1,121,Alabama,Talladega County,14,4904,3580,1254
1156,1,121,Alabama,Talladega County,15,3401,2599,744
1157,1,121,Alabama,Talladega County,16,2411,1877,510
1158,1,121,Alabama,Talladega County,17,1566,1235,314
1159,1,121,Alabama,Talladega County,18,1342,1070,257
1165,1,123,Alabama,Tallapoosa County,5,2319,1432,829
1166,1,123,Alabama,Tallapoosa County,6,2412,1596,746
1167,1,123,Alabama,Tallapoosa County,7,2084,1380,657
1168,1,123,Alabama,Tallapoosa County,8,2099,1429,633
1169,1,123,Alabama,Tallapoosa County,9,2299,1556,696
1170,1,123,Alabama,Tallapoosa County,10,2638,1871,721
1171,1,123,Alabama,Tallapoosa County,11,2858,2066,740
1172,1,123,Alabama,Tallapoosa County,12,3142,2332,749
1173,1,123,Alabama,Tallapoosa County,13,3048,2293,708
1174,1,123,Alabama,Tallapoosa County,14,2944,2322,588
1175,1,123,Alabama,Tallapoosa County,15,2153,1786,345
1176,1,123,Alabama,Tallapoosa County,16,1563,1312,236
1177,1,123,Alabama,Tallapoosa County,17,975,791,172
1178,1,123,Alabama,Tallapoosa County,18,809,644,153
1184,1,125,Alabama,Tuscaloosa County,5,25099,15919,7856
1185,1,125,Alabama,Tuscaloosa County,6,17436,11465,5432
1186,1,125,Alabama,Tuscaloosa County,7,13150,8327,4423
1187,1,125,Alabama,Tuscaloosa County,8,12702,7756,4605
1188,1,125,Alabama,Tuscaloosa County,9,11696,7451,3932
1189,1,125,Alabama,Tuscaloosa County,10,11521,7649,3627
1190,1,125,Alabama,Tuscaloosa County,11,11658,7872,3563
1191,1,125,Alabama,Tuscaloosa County,12,12122,8342,3586
1192,1,125,Alabama,Tuscaloosa County,13,11599,8083,3322
1193,1,125,Alabama,Tuscaloosa County,14,9483,6945,2355
1194,1,125,Alabama,Tuscaloosa County,15,5983,4590,1312
1195,1,125,Alabama,Tuscaloosa County,16,4102,3191,852
1196,1,125,Alabama,Tuscaloosa County,17,2931,2269,634
1197,1,125,Alabama,Tuscaloosa County,18,2973,2319,613
1203,1,127,Alabama,Walker County,5,3677,3215,327
1204,1,127,Alabama,Walker County,6,4083,3729,278
1205,1,127,Alabama,Walker County,7,3454,3123,264
1206,1,127,Alabama,Walker County,8,3734,3372,279
1207,1,127,Alabama,Walker County,9,3892,3548,243
1208,1,127,Alabama,Walker County,10,4318,4045,206
1209,1,127,Alabama,Walker County,11,4522,4193,263
1210,1,127,Alabama,Walker County,12,4692,4298,300
1211,1,127,Alabama,Walker County,13,4449,4129,224
1212,1,127,Alabama,Walker County,14,4201,3958,172
1213,1,127,Alabama,Walker County,15,3138,2978,120
1214,1,127,Alabama,Walker County,16,2353,2242,86
1215,1,127,Alabama,Walker County,17,1554,1477,57
1216,1,127,Alabama,Walker County,18,1100,1048,40
1222,1,129,Alabama,Washington County,5,1035,581,345
1223,1,129,Alabama,Washington County,6,964,624,249
1224,1,129,Alabama,Washington County,7,874,557,206
1225,1,129,Alabama,Washington County,8,936,582,220
1226,1,129,Alabama,Washington County,9,971,642,234
1227,1,129,Alabama,Washington County,10,1146,785,258
1228,1,129,Alabama,Washington County,11,1225,853,269
1229,1,129,Alabama,Washington County,12,1260,853,330
1230,1,129,Alabama,Washington County,13,1110,740,278
1231,1,129,Alabama,Washington County,14,1047,739,234
1232,1,129,Alabama,Washington County,15,745,563,136
1233,1,129,Alabama,Washington County,16,545,422,89
1234,1,129,Alabama,Washington County,17,369,276,75
1235,1,129,Alabama,Washington County,18,282,204,67
1241,1,131,Alabama,Wilcox County,5,711,134,561
1242,1,131,Alabama,Wilcox County,6,619,129,479
1243,1,131,Alabama,Wilcox County,7,527,104,414
1244,1,131,Alabama,Wilcox County,8,606,140,460
